id,number,type,price
1216,464800,luxe,3646
1217,657884,luxe,4004
1218,573953,econom,17584
1219,466973,econom,19027
1220,111086,luxe,16454
1221,644298,luxe,10143
1222,382159,standard,5423
1223,411570,standard,7158
1224,430788,standard,8164
1225,273597,standard,14774
1226,88210,econom,9572
1227,940877,standard,15670
1228,848713,standard,10117
1229,609017,econom,19632
1230,765250,standard,1092
1231,696063,luxe,7111
1232,917365,luxe,18034
1233,852947,luxe,15017
1234,704955,standard,1253
1235,391314,luxe,4993
1236,419668,luxe,15267
1237,975950,standard,16689
1238,114165,luxe,17984
1239,21161,econom,15766
1240,164241,econom,10526
1241,30266,standard,13234
1242,756897,luxe,9569
1243,366226,luxe,3351
1244,850040,luxe,17229
1245,423636,standard,3287
1246,513401,econom,8851
1247,220959,standard,3604
1248,568832,econom,12176
1249,393241,luxe,17042
1250,231826,econom,17708
1251,907253,econom,11828
1252,78405,standard,14244
1253,389469,luxe,12155
1254,343982,econom,6031
1255,672931,luxe,18361
1256,997322,luxe,10903
1257,327037,econom,2371
1258,278996,luxe,4230
1259,439771,econom,8270
1260,486349,standard,16945
1261,169982,standard,12475
1262,448692,luxe,12395
1263,762649,econom,6160
1264,850838,econom,19523
1265,348007,luxe,1254
1266,52784,luxe,10680
1267,849173,luxe,19822
1268,720275,standard,12728
1269,260413,econom,13394
1270,782562,econom,17643
1271,578850,luxe,14552
1272,715740,luxe,9808
1273,363064,econom,2700
1274,135014,standard,4659
1275,544441,luxe,19247
1276,374030,luxe,3439
1277,547007,luxe,19769
1278,133943,standard,1025
1279,392476,standard,7512
1280,305350,luxe,14405
1281,936829,econom,6287
1282,578778,standard,6347
1283,244119,luxe,17908
1284,335147,luxe,1658
1285,298766,econom,18172
1286,992938,econom,12573
1287,507989,luxe,2860
1288,112925,econom,10655
1289,858467,luxe,8055
1290,963245,standard,15849
1291,679615,standard,13763
1292,16869,luxe,7366
1293,669601,luxe,4754
1294,483533,luxe,2919
1295,277071,luxe,2953
1296,724736,econom,11792
1297,10134,econom,10017
1298,687176,luxe,18874
1299,26145,standard,4131
1300,406118,econom,7309
1301,841162,standard,7443
1302,362327,standard,8444
1303,557339,standard,1649
1304,757453,luxe,17970
1305,628673,luxe,3818
1306,152348,luxe,10880
1307,814883,standard,17310
1308,223407,standard,4507
1309,817287,luxe,7327
1310,763965,luxe,8238
1311,290518,standard,11339
1312,246397,econom,18890
1313,106676,econom,3263
1314,104054,econom,11734
1315,997868,econom,6124
1316,940042,luxe,15271
1317,996461,standard,18323
1318,697123,luxe,6155
1319,104187,standard,3837
1320,908860,econom,7668
1321,784029,standard,6843
1322,666457,standard,19375
1323,281747,econom,16079
1324,165867,luxe,2491
1325,338860,standard,2778
1326,324587,luxe,6332
1327,867139,luxe,15098
1328,785073,luxe,19474
1329,801397,luxe,4409
1330,66713,luxe,7384
1331,245159,luxe,18411
1332,243881,luxe,1863
1333,760604,standard,19109
1334,718971,standard,17324
1335,297817,econom,2108
1336,689521,luxe,16562
1337,645838,luxe,7050
1338,786983,econom,7753
1339,504491,econom,16795
1340,322243,luxe,12696
1341,930161,standard,14085
1342,992331,standard,9854
1343,50243,standard,15607
1344,343614,standard,1728
1345,231712,econom,12330
1346,677320,luxe,18349
1347,841091,luxe,17177
1348,921299,econom,6252
1349,576421,luxe,14963
1350,784547,econom,18526
1351,622736,luxe,14653
1352,73283,standard,18254
1353,752418,luxe,12241
1354,925217,luxe,17715
1355,265202,standard,5206
1356,68576,econom,17449
1357,934586,luxe,11411
1358,543905,econom,1634
1359,50631,luxe,6658
1360,733172,standard,11789
1361,504753,standard,5804
1362,319605,luxe,1502
1363,617290,luxe,7976
1364,197871,econom,4631
1365,913302,econom,14424
1366,97226,luxe,5320
1367,621027,standard,13990
1368,3850,econom,10434
1369,745014,luxe,5546
1370,764929,standard,4741
1371,359629,standard,6643
1372,519086,econom,9947
1373,86478,standard,13773
1374,532387,econom,12153
1375,855491,econom,18714
1376,717179,econom,6933
1377,378842,luxe,19004
1378,739848,luxe,13450
1379,506405,econom,1209
1380,704480,standard,15509
1381,737796,standard,18077
1382,871054,standard,1490
1383,778412,luxe,1003
1384,708126,standard,14994
1385,888361,econom,10941
1386,252219,luxe,13337
1387,436199,econom,19722
1388,584848,luxe,18234
1389,10128,econom,5769
1390,574764,standard,10596
1391,240832,standard,14965
1392,144048,econom,19489
1393,933883,econom,6613
1394,448054,luxe,12362
1395,290130,econom,14605
1396,176911,luxe,11927
1397,469323,luxe,18660
1398,190469,luxe,7586
1399,531520,luxe,12555
1400,787973,standard,2504
1401,863142,luxe,18756
1402,353665,luxe,5395
1403,496492,luxe,13841
1404,288046,econom,16340
1405,721482,econom,19651
1406,704692,luxe,8192
1407,852592,econom,10679
1408,493772,econom,10708
1409,229404,luxe,16490
1410,863514,econom,14489
1411,357766,standard,2664
1412,807260,luxe,16912
1413,959223,econom,5140
1414,828067,econom,2191
1415,252632,luxe,10154
1416,805367,econom,3344
1417,867581,standard,19815
1418,292180,standard,11916
1419,646986,econom,17430
1420,835365,luxe,18900
1421,643453,luxe,11747
1422,686777,standard,5601
1423,875705,econom,8605
1424,322467,luxe,19851
1425,883368,luxe,11463
1426,298572,luxe,9293
1427,970848,standard,11720
1428,783527,luxe,5932
1429,462959,standard,18628
1430,752979,econom,19206
1431,999699,luxe,11107
1432,411691,standard,6591
1433,650758,luxe,17971
1434,293084,standard,19010
1435,448048,standard,3353
1436,319217,econom,6066
1437,740822,standard,2287
1438,162244,standard,6599
1439,194183,standard,9312
1440,633365,standard,16894
1441,938935,econom,13184
1442,105777,luxe,5842
1443,856349,standard,3671
1444,605812,luxe,1968
1445,140190,standard,18583
1446,156531,standard,17114
1447,537950,luxe,2597
1448,689071,standard,12114
1449,487590,standard,12494
1450,486836,luxe,7305
1451,217745,standard,5605
1452,528721,standard,14446
1453,695518,luxe,3360
1454,783405,standard,10271
1455,585856,standard,14535
1456,945299,econom,16331
1457,29311,econom,1422
1458,90326,standard,8570
1459,836121,luxe,13536
1460,10023,econom,6445
1461,666319,luxe,17632
1462,60794,standard,10468
1463,570907,econom,8379
1464,618776,econom,3526
1465,630189,standard,16136
1466,752395,standard,14662
1467,356358,standard,15140
1468,809604,luxe,10217
1469,586600,standard,4505
1470,299642,econom,2614
1471,425167,standard,15356
1472,70154,econom,2163
1473,884224,econom,1771
1474,701725,standard,1079
1475,618592,luxe,5001
1476,159046,luxe,19260
1477,437727,standard,7812
1478,996480,luxe,17468
1479,928814,luxe,10751
1480,822115,standard,13636
1481,134215,econom,18720
1482,52255,econom,18826
1483,350714,luxe,8868
1484,817261,standard,4607
1485,345071,econom,14339
1486,573348,luxe,15620
1487,432816,standard,18995
1488,100114,luxe,1761
1489,10668,econom,11111
1490,447920,econom,3847
1491,940924,luxe,16543
1492,598565,econom,4766
1493,530174,luxe,18199
1494,754632,econom,11255
1495,32564,standard,2107
1496,388189,standard,16992
1497,564513,standard,16955
1498,771696,econom,9347
1499,40581,econom,15921
1500,785883,econom,4835
1501,969990,econom,4996
1502,112908,luxe,5950
1503,543200,econom,13834
1504,269705,econom,15161
1505,297327,standard,2062
1506,175455,luxe,9686
1507,227805,luxe,17235
1508,195584,econom,9326
1509,812347,econom,2674
1510,800830,econom,2226
1511,536147,standard,4067
1512,107047,econom,8078
1513,893571,luxe,16614
1514,686469,standard,1118
1515,457525,standard,12595
1516,294687,standard,16378
1517,866582,standard,4516
1518,202978,standard,15393
1519,191425,standard,19102
1520,269170,econom,15114
1521,931852,standard,3087
1522,980114,luxe,15658
1523,886051,luxe,13468
1524,36044,luxe,2904
1525,923783,luxe,2991
1526,18112,standard,18505
1527,55630,luxe,8421
1528,619075,standard,8837
1529,997323,econom,14439
1530,946100,standard,5705
1531,516124,standard,7955
1532,894761,luxe,10149
1533,687646,econom,19409
1534,455604,luxe,5025
1535,442437,econom,17146
1536,879286,luxe,3713
1537,263729,standard,18042
1538,707461,econom,5984
1539,752888,luxe,16712
1540,121923,standard,6988
1541,546931,standard,13368
1542,692677,luxe,10628
1543,126849,luxe,16979
1544,228640,luxe,2677
1545,305720,econom,16008
1546,476480,econom,12607
1547,196812,luxe,18249
1548,129112,econom,8802
1549,534329,standard,17141
1550,13942,luxe,9159
1551,19110,econom,8782
1552,892022,luxe,1626
1553,117885,luxe,14345
1554,200896,econom,13789
1555,775577,standard,12802
1556,39151,luxe,8470
1557,636387,econom,18490
1558,379509,luxe,14212
1559,462850,luxe,8868
1560,334276,econom,3679
1561,477115,luxe,19039
1562,359244,standard,1435
1563,371831,luxe,3754
1564,414639,econom,4436
1565,729757,econom,6260
1566,808952,luxe,4946
1567,72435,econom,6175
1568,954471,standard,18760
1569,973560,standard,7755
1570,770698,luxe,13350
1571,277772,econom,5001
1572,434511,standard,2563
1573,386685,standard,5665
1574,509637,luxe,12050
1575,726980,standard,7411
1576,661968,standard,18705
1577,569433,econom,1748
1578,827186,econom,10381
1579,948500,standard,3996
1580,67347,econom,15216
1581,105557,standard,17987
1582,534596,standard,8224
1583,681343,luxe,10165
1584,521637,econom,8510
1585,45244,luxe,4258
1586,781113,luxe,14321
1587,466630,econom,13795
1588,29655,econom,4316
1589,828113,standard,11234
1590,523642,standard,17177
1591,131723,standard,14560
1592,871595,econom,12256
1593,529037,standard,3753
1594,616545,luxe,7764
1595,752414,econom,1285
1596,957168,econom,4230
1597,370134,luxe,12448
1598,355874,econom,6543
1599,907456,luxe,8516
1600,986395,luxe,2820
1601,638898,standard,11116
1602,368106,luxe,12589
1603,577634,standard,10215
1604,794176,econom,19545
1605,88328,econom,14747
1606,329324,econom,8540
1607,787212,luxe,14769
1608,421622,luxe,12165
1609,244078,econom,15453
1610,399503,luxe,16112
1611,846,standard,3835
1612,227191,luxe,11417
1613,95680,luxe,13240
1614,102182,econom,3834
1615,716589,econom,15852
1616,452961,standard,17433
1617,131711,standard,16299
1618,910561,luxe,13275
1619,848826,standard,2627
1620,531224,luxe,7195
1621,623415,luxe,17806
1622,215887,luxe,15638
1623,591019,luxe,18662
1624,635675,econom,19807
1625,725447,standard,9250
1626,715895,econom,10639
1627,353455,luxe,3456
1628,119727,luxe,2114
1629,471677,standard,4506
1630,743026,luxe,4396
1631,218338,luxe,1474
1632,141610,luxe,8170
1633,136332,standard,11483
1634,135889,econom,11900
1635,428460,econom,3257
1636,611217,standard,17632
1637,654835,luxe,17835
1638,92090,econom,10431
1639,274368,standard,3253
1640,362514,standard,17998
1641,519780,econom,18405
1642,201035,luxe,5564
1643,234221,standard,7726
1644,71330,luxe,18990
1645,70008,econom,14193
1646,820110,standard,4779
1647,212510,econom,15849
1648,666708,standard,7858
1649,730468,luxe,3000
1650,367875,econom,4187
1651,378939,luxe,11860
1652,257429,luxe,13988
1653,814266,standard,9706
1654,927278,luxe,2654
1655,724115,econom,12539
1656,509859,econom,9434
1657,802914,econom,3621
1658,106572,econom,8369
1659,77401,standard,5995
1660,131707,standard,13694
1661,860042,econom,14096
1662,408998,econom,15323
1663,581374,standard,18397
1664,475122,econom,17811
1665,878141,standard,12350
1666,589859,standard,4030
1667,19164,econom,15769
1668,887529,luxe,5813
1669,88580,standard,11394
1670,840729,standard,9659
1671,125327,econom,2884
1672,128926,econom,17876
1673,591295,standard,10144
1674,232167,econom,12814
1675,444837,econom,13903
1676,256411,econom,6741
1677,827651,econom,19175
1678,483606,luxe,19059
1679,778068,standard,1802
1680,769724,standard,8601
1681,145646,standard,13780
1682,498959,luxe,3546
1683,361759,econom,2801
1684,106459,standard,16242
1685,319758,econom,5798
1686,824581,econom,14192
1687,333884,econom,9955
1688,305254,standard,9819
1689,802186,standard,16331
1690,968810,standard,15842
1691,273546,econom,1888
1692,476398,econom,8749
1693,947971,econom,12197
1694,623945,econom,2958
1695,688283,luxe,5828
1696,194586,luxe,19089
1697,728663,luxe,19343
1698,26124,standard,4264
1699,751448,econom,15022
1700,273471,standard,17188
1701,156597,econom,8319
1702,299526,luxe,19649
1703,200895,luxe,1885
1704,284330,luxe,19502
1705,500137,luxe,1679
1706,377598,luxe,8165
1707,596527,luxe,8608
1708,533125,standard,6399
1709,307115,econom,8219
1710,240490,luxe,1695
1711,940615,standard,8939
1712,532711,luxe,18030
1713,341622,standard,12640
1714,78265,standard,8461
1715,957046,standard,15742
1716,423270,standard,18104
1717,865990,luxe,13953
1718,508913,standard,11689
1719,496747,econom,18863
1720,641911,econom,19079
1721,849926,standard,14100
1722,87414,econom,2877
1723,984474,luxe,4085
1724,354621,luxe,14987
1725,350964,luxe,6727
1726,516306,econom,19805
1727,389990,econom,1287
1728,246352,standard,7316
1729,890803,luxe,8263
1730,601251,luxe,12792
1731,530173,econom,8541
1732,512011,standard,15060
1733,602154,econom,16109
1734,999053,standard,7699
1735,713164,econom,7621
1736,455320,econom,2456
1737,89648,luxe,15902
1738,985243,luxe,10570
1739,614766,luxe,3810
1740,686030,standard,12768
1741,669003,standard,10206
1742,792242,standard,3477
1743,252397,luxe,8168
1744,175899,econom,10018
1745,614034,standard,11623
1746,933996,econom,4308
1747,800944,econom,10758
1748,118075,luxe,14527
1749,822897,standard,6554
1750,137565,luxe,2001
1751,618169,standard,5123
1752,892633,luxe,9631
1753,796554,standard,2152
1754,249642,standard,9695
1755,527028,luxe,5377
1756,840629,luxe,2362
1757,144480,standard,18840
1758,999286,luxe,16781
1759,793922,standard,7090
1760,956938,luxe,18671
1761,116419,standard,4924
1762,130967,standard,12507
1763,987537,luxe,1092
1764,372300,standard,1544
1765,157680,luxe,6925
1766,549041,econom,18112
1767,941472,econom,5517
1768,698377,econom,6798
1769,790799,standard,15095
1770,574764,standard,3012
1771,876440,standard,13851
1772,857326,luxe,15413
1773,779582,standard,5730
1774,776125,econom,3959
1775,489074,standard,4355
1776,226694,econom,5503
1777,988587,luxe,7908
1778,417239,luxe,5646
1779,435743,econom,10382
1780,695337,luxe,11835
1781,141592,econom,16013
1782,776066,standard,9240
1783,193764,econom,9469
1784,457690,econom,3569
1785,143938,luxe,9698
1786,826157,luxe,4843
1787,939163,econom,8719
1788,677958,econom,17139
1789,722072,standard,4522
1790,97215,luxe,2529
1791,73767,econom,12608
1792,705903,luxe,6974
1793,511804,standard,11024
1794,770124,econom,18000
1795,544400,standard,3647
1796,802340,standard,4981
1797,550612,luxe,1459
1798,615489,standard,1348
1799,525922,standard,19976
1800,486821,econom,2385
1801,771550,standard,13290
1802,854459,luxe,13285
1803,117281,standard,16813
1804,783940,luxe,7863
1805,996740,standard,12980
1806,198595,luxe,17586
1807,554060,luxe,12111
1808,208908,luxe,2487
1809,320162,luxe,17000
1810,121390,econom,7651
1811,971392,econom,15586
1812,494472,luxe,17168
1813,665734,econom,1254
1814,743346,luxe,18769
1815,547738,luxe,16028
1816,903747,luxe,17807
1817,474736,luxe,14567
1818,466989,econom,4085
1819,809436,luxe,9796
1820,668911,standard,12750
1821,43312,luxe,3822
1822,432565,luxe,4594
1823,629289,luxe,18582
1824,471323,standard,14057
1825,442325,standard,3417
1826,644452,econom,14154
1827,889993,econom,7306
1828,74432,standard,7435
1829,400817,standard,9521
1830,239487,luxe,18855
1831,300456,luxe,19402
1832,913777,luxe,13655
1833,909910,standard,17608
1834,770958,econom,1222
1835,517080,luxe,19189
1836,538826,econom,14538
1837,566212,econom,11859
1838,114213,econom,1767
1839,18369,luxe,12774
1840,216346,luxe,13545
1841,72561,standard,5676
1842,736065,luxe,19529
1843,661972,standard,2702
1844,951762,luxe,15342
1845,413972,standard,14603
1846,66000,standard,15246
1847,60825,luxe,3991
1848,673675,econom,2705
1849,566062,luxe,6369
1850,407513,luxe,1547
1851,757141,luxe,15233
1852,636768,standard,16224
1853,891078,econom,11442
1854,616135,econom,15882
1855,521836,luxe,8234
1856,78817,standard,16132
1857,945151,standard,4810
1858,886614,econom,9543
1859,414015,standard,10849
1860,952049,standard,13944
1861,295313,standard,19418
1862,83065,econom,9000
1863,690899,luxe,8204
1864,269157,econom,5822
1865,485826,luxe,18876
1866,663354,econom,12409
1867,455778,luxe,12466
1868,838308,luxe,18265
1869,177433,luxe,12262
1870,150042,luxe,13922
1871,128917,standard,17396
1872,743637,luxe,1058
1873,1120,econom,7046
1874,542510,econom,14472
1875,450873,standard,1199
1876,471758,econom,9343
1877,610392,luxe,13760
1878,44406,luxe,13054
1879,108207,luxe,11395
1880,75867,luxe,3109
1881,599798,standard,16453
1882,949356,econom,3196
1883,735161,luxe,13559
1884,234611,luxe,10289
1885,993328,econom,15614
1886,701054,luxe,14609
1887,514823,luxe,3496
1888,207771,econom,9247
1889,941718,standard,2414
1890,253934,luxe,11808
